date,rep_id,source,leads,opportunities,closed_won,revenue
3/8/2018,6,bing/cpc,59,10,4,246.43
3/8/2018,6,bing/organic,16,6,1,37.52
3/8/2018,6,facebook/display,169,19,6,497.46
3/8/2018,7,google/cpc,11,3,1,90.39
3/8/2018,7,google/organic,9,4,0,0
3/8/2018,7,bing/cpc,31,3,3,188.57
3/8/2018,7,bing/organic,33,8,3,192.56
3/8/2018,7,facebook/display,186,20,4,331.18
3/8/2018,8,google/cpc,10,2,1,98.63
3/8/2018,8,google/organic,8,3,1,104.29
3/8/2018,8,bing/cpc,60,6,4,241.31
3/8/2018,8,bing/organic,21,12,5,340.26
3/8/2018,8,facebook/display,175,10,3,250.8
3/9/2018,1,google/cpc,9,6,5,278.71
3/9/2018,1,google/organic,16,7,4,228.68
3/9/2018,1,bing/cpc,57,17,14,690.72
3/9/2018,1,bing/organic,26,10,2,74.57
3/9/2018,1,facebook/display,218,20,10,357.47
3/9/2018,2,google/cpc,12,1,0,0
3/9/2018,2,google/organic,16,6,2,237.24
3/9/2018,2,bing/cpc,54,9,1,69.66
3/9/2018,2,bing/organic,25,7,3,188.69
3/9/2018,2,facebook/display,201,13,7,409.53
3/9/2018,3,google/cpc,12,2,0,0
3/9/2018,3,google/organic,12,4,1,129.82
3/9/2018,3,bing/cpc,61,10,6,381.48
3/9/2018,3,bing/organic,23,4,1,66.2
3/9/2018,3,facebook/display,261,31,12,1132.5
3/9/2018,4,google/cpc,10,4,3,97.61
3/9/2018,4,google/organic,15,6,3,218.1
3/9/2018,4,bing/cpc,63,11,8,376.69
3/9/2018,4,bing/organic,18,8,1,42.4
3/9/2018,4,facebook/display,196,21,8,553.99
3/9/2018,5,google/cpc,9,4,2,88.44
3/9/2018,5,google/organic,16,6,5,304.61
3/9/2018,5,bing/cpc,50,14,12,527.95
3/9/2018,5,bing/organic,21,3,0,0
3/9/2018,5,facebook/display,251,32,10,477.86
3/9/2018,6,google/cpc,9,3,2,173.08
3/9/2018,6,google/organic,13,6,4,529.78
3/9/2018,6,bing/cpc,58,9,6,548.64
3/9/2018,6,bing/organic,32,4,1,73.97
3/9/2018,6,facebook/display,173,15,6,533.07
3/9/2018,7,google/cpc,8,1,0,0
3/9/2018,7,google/organic,14,5,3,308.96
3/9/2018,7,bing/cpc,46,8,4,296.6
3/9/2018,7,bing/organic,19,6,1,60.71
3/9/2018,7,facebook/display,206,20,3,276.74
3/9/2018,8,google/cpc,8,3,0,0
3/9/2018,8,google/organic,16,8,7,876.75
3/9/2018,8,bing/cpc,46,7,2,145.56
3/9/2018,8,bing/organic,24,5,0,0
3/9/2018,8,facebook/display,186,21,8,577.94
3/10/2018,1,google/cpc,2,1,0,0
3/10/2018,1,google/organic,3,3,1,74.35
3/10/2018,1,bing/cpc,11,3,2,88.93
3/10/2018,1,bing/organic,6,0,0,0
3/10/2018,1,facebook/display,58,5,3,157.58
3/10/2018,2,google/cpc,2,0,0,0
3/10/2018,2,google/organic,3,1,0,0
3/10/2018,2,bing/cpc,16,4,0,0
3/10/2018,2,bing/organic,7,3,0,0
3/10/2018,2,facebook/display,42,4,1,103.49
3/10/2018,3,google/cpc,1,1,0,0
3/10/2018,3,google/organic,3,1,1,109.76
3/10/2018,3,bing/cpc,12,3,1,60.75
3/10/2018,3,bing/organic,6,2,0,0
3/10/2018,3,facebook/display,30,3,0,0
3/10/2018,4,google/cpc,2,0,0,0
3/10/2018,4,google/organic,3,1,1,62.5
3/10/2018,4,bing/cpc,10,4,2,93
3/10/2018,4,bing/organic,6,1,1,50.47
3/10/2018,4,facebook/display,51,8,5,278.79
3/10/2018,5,google/cpc,1,0,0,0
3/10/2018,5,google/organic,3,1,0,0
3/10/2018,5,bing/cpc,9,1,1,45.69
3/10/2018,5,bing/organic,6,1,0,0
3/10/2018,5,facebook/display,34,4,2,101.27
3/10/2018,6,google/cpc,1,1,0,0
3/10/2018,6,google/organic,2,0,0,0
3/10/2018,6,bing/cpc,10,1,1,66.37
3/10/2018,6,bing/organic,5,2,0,0
3/10/2018,6,facebook/display,54,6,3,241.02
3/10/2018,7,google/cpc,2,1,1,73.9
3/10/2018,7,google/organic,2,1,1,107.88
3/10/2018,7,bing/cpc,10,3,1,44.25
3/10/2018,7,bing/organic,7,4,2,151.25
3/10/2018,7,facebook/display,39,4,3,236.67
3/10/2018,8,google/cpc,3,1,0,0
3/10/2018,8,google/organic,3,0,0,0
3/10/2018,8,bing/cpc,11,4,2,101.5
3/10/2018,8,bing/organic,8,2,1,76.01
3/10/2018,8,facebook/display,62,5,1,74.01
3/11/2018,1,google/cpc,2,0,0,0
3/11/2018,1,google/organic,2,0,0,0
3/11/2018,1,bing/cpc,10,0,0,0
3/11/2018,1,bing/organic,5,4,4,207.04
3/11/2018,1,facebook/display,79,6,3,177.66
3/11/2018,2,google/cpc,1,0,0,0
3/11/2018,2,google/organic,1,1,0,0
3/11/2018,2,bing/cpc,12,1,1,81.79
3/11/2018,2,bing/organic,5,1,0,0
3/11/2018,2,facebook/display,50,2,0,0
3/11/2018,3,google/cpc,2,2,1,105.08
3/11/2018,3,google/organic,2,0,0,0
3/11/2018,3,bing/cpc,11,1,1,67.89
3/11/2018,3,bing/organic,4,0,0,0
3/11/2018,3,facebook/display,50,3,1,93.41
3/11/2018,4,google/cpc,2,0,0,0
3/11/2018,4,google/organic,1,1,0,0
3/11/2018,4,bing/cpc,13,3,1,41.74
3/11/2018,4,bing/organic,3,2,0,0
3/11/2018,4,facebook/display,54,3,1,52.08
3/11/2018,5,google/cpc,1,0,0,0
3/11/2018,5,google/organic,1,0,0,0
3/11/2018,5,bing/cpc,10,4,4,181.07
3/11/2018,5,bing/organic,6,1,0,0
3/11/2018,5,facebook/display,63,6,1,66.17
3/11/2018,6,google/cpc,2,2,0,0
3/11/2018,6,google/organic,2,0,0,0
3/11/2018,6,bing/cpc,12,1,0,0
3/11/2018,6,bing/organic,4,0,0,0
3/11/2018,6,facebook/display,34,3,0,0
3/11/2018,7,google/cpc,1,1,0,0
3/11/2018,7,google/organic,2,0,0,0
3/11/2018,7,bing/cpc,10,2,1,62.84
3/11/2018,7,bing/organic,8,2,1,45.99
3/11/2018,7,facebook/display,58,5,3,192.6
3/11/2018,8,google/cpc,2,0,0,0
3/11/2018,8,google/organic,2,0,0,0
3/11/2018,8,bing/cpc,10,1,0,0
3/11/2018,8,bing/organic,4,2,2,176.15
3/11/2018,8,facebook/display,55,10,2,163.34
3/12/2018,1,google/cpc,11,4,4,210.08
3/12/2018,1,google/organic,21,12,7,552.95
3/12/2018,1,bing/cpc,43,10,7,441.41
3/12/2018,1,bing/organic,26,5,3,152.22
3/12/2018,1,facebook/display,117,11,3,122.66
3/12/2018,2,google/cpc,10,2,2,252.46
3/12/2018,2,google/organic,15,8,4,449.59
3/12/2018,2,bing/cpc,54,12,7,385.66
3/12/2018,2,bing/organic,28,8,2,114.93
3/12/2018,2,facebook/display,185,15,3,166.93
3/12/2018,3,google/cpc,10,5,5,509.29
3/12/2018,3,google/organic,16,10,4,397.34
3/12/2018,3,bing/cpc,29,4,1,49.49
3/12/2018,3,bing/organic,29,9,3,291.16
3/12/2018,3,facebook/display,140,11,3,254.85
3/12/2018,4,google/cpc,9,4,1,55.59
3/12/2018,4,google/organic,23,13,11,813.53
3/12/2018,4,bing/cpc,58,13,8,265.94
3/12/2018,4,bing/organic,25,8,4,241.65
3/12/2018,4,facebook/display,186,21,9,337.26
3/12/2018,5,google/cpc,10,3,2,166.71
3/12/2018,5,google/organic,15,11,9,796.29
3/12/2018,5,bing/cpc,31,6,4,183
3/12/2018,5,bing/organic,22,8,4,172.97
3/12/2018,5,facebook/display,157,14,5,284.75
3/12/2018,6,google/cpc,9,4,3,170.24
3/12/2018,6,google/organic,20,7,2,136.13
3/12/2018,6,bing/cpc,40,10,7,345.34
3/12/2018,6,bing/organic,25,8,2,164.09
3/12/2018,6,facebook/display,236,19,5,400.98
3/12/2018,7,google/cpc,11,1,1,93.43
3/12/2018,7,google/organic,11,6,4,436.04
3/12/2018,7,bing/cpc,68,15,5,261.4
3/12/2018,7,bing/organic,19,8,3,164.03
3/12/2018,7,facebook/display,182,17,4,309.76
3/12/2018,8,google/cpc,9,3,2,133.73
3/12/2018,8,google/organic,18,9,3,324.87
3/12/2018,8,bing/cpc,53,9,4,236.25
3/12/2018,8,bing/organic,25,8,2,101.23
3/12/2018,8,facebook/display,178,13,3,152.59
3/13/2018,1,google/cpc,11,3,3,212.7
3/13/2018,1,google/organic,12,5,4,306.23
3/13/2018,1,bing/cpc,52,12,6,314.51
3/13/2018,1,bing/organic,30,11,3,121.77
3/13/2018,1,facebook/display,162,17,9,501.25
3/13/2018,2,google/cpc,11,3,0,0
3/13/2018,2,google/organic,13,3,3,254.73
3/13/2018,2,bing/cpc,39,5,2,164.36
3/13/2018,2,bing/organic,28,9,1,50.75
3/13/2018,2,facebook/display,267,24,7,442.63
3/13/2018,3,google/cpc,9,1,0,0
3/13/2018,3,google/organic,14,6,2,278.79
3/13/2018,3,bing/cpc,44,8,4,232.92
3/13/2018,3,bing/organic,20,6,2,187.69
3/13/2018,3,facebook/display,182,13,4,360.52
3/13/2018,4,google/cpc,9,1,1,75.85
3/13/2018,4,google/organic,14,8,7,552.24
3/13/2018,4,bing/cpc,32,9,7,291.88
3/13/2018,4,bing/organic,26,6,3,127.35
3/13/2018,4,facebook/display,223,21,13,519.71
3/13/2018,5,google/cpc,12,5,3,163.44
3/13/2018,5,google/organic,20,8,4,316.73
3/13/2018,5,bing/cpc,37,8,4,235.31
3/13/2018,5,bing/organic,27,11,4,223.07
3/13/2018,5,facebook/display,194,25,11,577.02
3/13/2018,6,google/cpc,9,3,2,192.99
3/13/2018,6,google/organic,17,8,3,338.82
3/13/2018,6,bing/cpc,54,10,7,459.34
3/13/2018,6,bing/organic,17,5,2,81.1
3/13/2018,6,facebook/display,279,23,5,435.8
3/13/2018,7,google/cpc,12,1,1,61.12
3/13/2018,7,google/organic,13,7,6,448.76
3/13/2018,7,bing/cpc,52,13,8,347.6
3/13/2018,7,bing/organic,31,7,3,276.03
3/13/2018,7,facebook/display,173,15,6,466.88
3/13/2018,8,google/cpc,13,6,4,394.73
3/13/2018,8,google/organic,15,7,2,201.85
3/13/2018,8,bing/cpc,60,9,4,298.12
3/13/2018,8,bing/organic,16,7,1,67.68
3/13/2018,8,facebook/display,177,17,3,333.11
3/14/2018,1,google/cpc,9,4,2,99.08
3/14/2018,1,google/organic,15,7,5,396.43
3/14/2018,1,bing/cpc,43,11,10,514.65
3/14/2018,1,bing/organic,20,9,2,106.43
3/14/2018,1,facebook/display,257,36,14,693.93
3/14/2018,2,google/cpc,10,2,1,92.86
3/14/2018,2,google/organic,17,8,2,200.3
3/14/2018,2,bing/cpc,64,16,11,690.21
3/14/2018,2,bing/organic,29,8,3,187.29
3/14/2018,2,facebook/display,242,13,4,264.67
3/14/2018,3,google/cpc,7,2,1,101.95
3/14/2018,3,google/organic,12,10,4,360.53
3/14/2018,3,bing/cpc,53,13,6,339.6
3/14/2018,3,bing/organic,24,6,0,0
3/14/2018,3,facebook/display,192,18,3,281.74
3/14/2018,4,google/cpc,9,4,2,133.23
3/14/2018,4,google/organic,16,10,5,336.31
3/14/2018,4,bing/cpc,58,13,10,446.51
3/14/2018,4,bing/organic,28,9,3,159.88
3/14/2018,4,facebook/display,188,14,4,185.59
3/14/2018,5,google/cpc,10,5,3,299.04
3/14/2018,5,google/organic,12,8,4,223.92
3/14/2018,5,bing/cpc,54,12,7,298.78
3/14/2018,5,bing/organic,24,9,3,142.39
3/14/2018,5,facebook/display,177,17,8,375.07
3/14/2018,6,google/cpc,11,3,0,0
3/14/2018,6,google/organic,12,7,5,495.45
3/14/2018,6,bing/cpc,57,8,5,371.43
3/14/2018,6,bing/organic,24,8,2,149.22
3/14/2018,6,facebook/display,126,10,2,166.97
3/14/2018,7,google/cpc,10,3,2,152.13
3/14/2018,7,google/organic,10,4,3,435.42
3/14/2018,7,bing/cpc,34,9,5,305.11
3/14/2018,7,bing/organic,19,5,3,142.73
3/14/2018,7,facebook/display,190,17,6,551.33
3/14/2018,8,google/cpc,11,4,4,382.79
3/14/2018,8,google/organic,11,6,2,182.08
3/14/2018,8,bing/cpc,41,10,6,405.05
3/14/2018,8,bing/organic,19,4,2,142.3
3/14/2018,8,facebook/display,216,24,8,741.52
3/15/2018,1,google/cpc,9,4,3,183.11
3/15/2018,1,google/organic,16,11,6,462.99
3/15/2018,1,bing/cpc,54,11,9,379.55
3/15/2018,1,bing/organic,22,9,2,82.46
3/15/2018,1,facebook/display,200,21,10,827.63
3/15/2018,2,google/cpc,11,1,0,0
3/15/2018,2,google/organic,14,6,3,355.75
3/15/2018,2,bing/cpc,57,5,1,51.13
3/15/2018,2,bing/organic,28,9,2,133.55
3/15/2018,2,facebook/display,181,15,10,790.11
3/15/2018,3,google/cpc,7,0,0,0
3/15/2018,3,google/organic,13,5,1,113.85
3/15/2018,3,bing/cpc,43,12,7,486
3/15/2018,3,bing/organic,17,6,2,85.89
3/15/2018,3,facebook/display,156,14,5,462.93
3/15/2018,4,google/cpc,11,2,1,53.41
3/15/2018,4,google/organic,9,6,4,361.97
3/15/2018,4,bing/cpc,51,10,7,311.9
3/15/2018,4,bing/organic,21,9,5,128.18
3/15/2018,4,facebook/display,207,23,12,702.42
3/15/2018,5,google/cpc,8,2,0,0
3/15/2018,5,google/organic,14,7,6,310.55
3/15/2018,5,bing/cpc,49,11,8,317.33
3/15/2018,5,bing/organic,29,15,7,420.65
3/15/2018,5,facebook/display,251,30,7,455.59
3/15/2018,6,google/cpc,13,2,0,0
3/15/2018,6,google/organic,16,5,3,244.62
3/15/2018,6,bing/cpc,60,13,8,502.08
3/15/2018,6,bing/organic,27,6,2,91.02
3/15/2018,6,facebook/display,132,16,3,197.87
3/15/2018,7,google/cpc,12,1,0,0
3/15/2018,7,google/organic,12,5,2,119.14
3/15/2018,7,bing/cpc,49,8,6,445.5
3/15/2018,7,bing/organic,25,9,3,263.63
3/15/2018,7,facebook/display,227,22,5,269.59
3/15/2018,8,google/cpc,14,6,2,181.35
3/15/2018,8,google/organic,15,8,4,303.74
3/15/2018,8,bing/cpc,60,7,5,338.29
3/15/2018,8,bing/organic,25,5,2,143.14
3/15/2018,8,facebook/display,200,17,5,418.36
3/16/2018,1,google/cpc,10,6,4,237.63
3/16/2018,1,google/organic,17,9,6,379.19
3/16/2018,1,bing/cpc,40,5,1,39.7
3/16/2018,1,bing/organic,27,9,2,100.89
3/16/2018,1,facebook/display,196,21,7,409.72
3/16/2018,2,google/cpc,11,3,3,390.64
3/16/2018,2,google/organic,18,5,5,470.08
3/16/2018,2,bing/cpc,42,10,6,433.98
3/16/2018,2,bing/organic,26,9,4,177.52
3/16/2018,2,facebook/display,247,22,4,276.23
3/16/2018,3,google/cpc,10,1,0,0
3/16/2018,3,google/organic,20,10,5,385.33
3/16/2018,3,bing/cpc,42,9,2,187.63
3/16/2018,3,bing/organic,33,5,0,0
3/16/2018,3,facebook/display,214,13,5,422.57
3/16/2018,4,google/cpc,8,2,2,133.1
3/16/2018,4,google/organic,22,13,10,1009.55
3/16/2018,4,bing/cpc,54,10,6,259.2
3/16/2018,4,bing/organic,20,6,0,0
3/16/2018,4,facebook/display,151,20,3,132.24
3/16/2018,5,google/cpc,12,5,3,157.94
3/16/2018,5,google/organic,10,3,3,250.79
3/16/2018,5,bing/cpc,55,9,6,299.11
3/16/2018,5,bing/organic,23,7,4,217.44
3/16/2018,5,facebook/display,208,30,12,493.31
3/16/2018,6,google/cpc,11,3,2,212.61
3/16/2018,6,google/organic,10,7,5,413
3/16/2018,6,bing/cpc,41,11,6,492.8
3/16/2018,6,bing/organic,27,7,4,298.64
3/16/2018,6,facebook/display,198,15,4,366
3/16/2018,7,google/cpc,8,1,0,0
3/16/2018,7,google/organic,13,6,3,315.85
3/16/2018,7,bing/cpc,47,10,7,390.87
3/16/2018,7,bing/organic,23,8,2,115.09
3/16/2018,7,facebook/display,159,12,6,429.28
3/16/2018,8,google/cpc,5,0,0,0
3/16/2018,8,google/organic,13,7,6,692.24
3/16/2018,8,bing/cpc,34,6,4,288.95
3/16/2018,8,bing/organic,11,3,1,62.36
3/16/2018,8,facebook/display,189,13,4,338.02
3/17/2018,1,google/cpc,2,1,1,68.01
3/17/2018,1,google/organic,2,1,0,0
3/17/2018,1,bing/cpc,9,2,2,99.19
3/17/2018,1,bing/organic,4,0,0,0
3/17/2018,1,facebook/display,49,6,1,59.34
3/17/2018,2,google/cpc,2,0,0,0
3/17/2018,2,google/organic,1,0,0,0
3/17/2018,2,bing/cpc,12,1,1,62.88
3/17/2018,2,bing/organic,7,0,0,0
3/17/2018,2,facebook/display,54,5,2,169.45
3/17/2018,3,google/cpc,1,0,0,0
3/17/2018,3,google/organic,3,1,0,0
3/17/2018,3,bing/cpc,16,2,1,91.59
3/17/2018,3,bing/organic,5,2,0,0
3/17/2018,3,facebook/display,46,4,1,97.17
3/17/2018,4,google/cpc,2,2,2,99.45
3/17/2018,4,google/organic,3,1,1,68.29
3/17/2018,4,bing/cpc,10,1,1,35.87
3/17/2018,4,bing/organic,6,4,3,127.95
3/17/2018,4,facebook/display,54,5,2,125.71
3/17/2018,5,google/cpc,1,0,0,0
3/17/2018,5,google/organic,2,2,2,122
3/17/2018,5,bing/cpc,15,3,3,152.42
3/17/2018,5,bing/organic,4,1,1,38.68
3/17/2018,5,facebook/display,59,8,4,273.31
3/17/2018,6,google/cpc,0,0,0,0
3/17/2018,6,google/organic,2,1,0,0
3/17/2018,6,bing/cpc,13,1,1,74.23
3/17/2018,6,bing/organic,4,0,0,0
3/17/2018,6,facebook/display,51,7,1,69.34
3/17/2018,7,google/cpc,1,0,0,0
3/17/2018,7,google/organic,4,0,0,0
3/17/2018,7,bing/cpc,8,0,0,0
3/17/2018,7,bing/organic,8,3,0,0
3/17/2018,7,facebook/display,35,2,1,94.23
3/17/2018,8,google/cpc,1,0,0,0
3/17/2018,8,google/organic,2,1,1,106.42
3/17/2018,8,bing/cpc,13,3,2,98.08
3/17/2018,8,bing/organic,7,3,0,0
3/17/2018,8,facebook/display,54,6,4,415.38
3/18/2018,1,google/cpc,1,0,0,0
3/18/2018,1,google/organic,3,2,2,196.73
3/18/2018,1,bing/cpc,13,5,3,143.46
3/18/2018,1,bing/organic,4,3,2,98.69
3/18/2018,1,facebook/display,45,3,1,51.77
3/18/2018,2,google/cpc,1,0,0,0
3/18/2018,2,google/organic,2,1,0,0
3/18/2018,2,bing/cpc,12,3,2,121.69
3/18/2018,2,bing/organic,6,1,0,0
3/18/2018,2,facebook/display,51,5,3,268.13
3/18/2018,3,google/cpc,2,1,0,0
3/18/2018,3,google/organic,3,2,1,123.43
3/18/2018,3,bing/cpc,12,2,1,72.39
3/18/2018,3,bing/organic,9,2,2,91.96
3/18/2018,3,facebook/display,50,2,0,0
3/18/2018,4,google/cpc,1,0,0,0
3/18/2018,4,google/organic,2,1,1,75.49
3/18/2018,4,bing/cpc,11,4,2,118.79
3/18/2018,4,bing/organic,5,3,1,43.58
3/18/2018,4,facebook/display,46,7,4,266.05
3/18/2018,5,google/cpc,1,0,0,0
3/18/2018,5,google/organic,3,3,2,154.14
3/18/2018,5,bing/cpc,10,2,1,49.25
3/18/2018,5,bing/organic,5,1,0,0
3/18/2018,5,facebook/display,66,8,4,196.43
3/18/2018,6,google/cpc,1,0,0,0
3/18/2018,6,google/organic,2,2,1,90.26
3/18/2018,6,bing/cpc,12,3,1,73.35
3/18/2018,6,bing/organic,6,2,1,66.88
3/18/2018,6,facebook/display,43,7,2,169.97
3/18/2018,7,google/cpc,2,0,0,0
3/18/2018,7,google/organic,3,1,1,85.89
3/18/2018,7,bing/cpc,14,1,1,85.12
3/18/2018,7,bing/organic,4,1,0,0
3/18/2018,7,facebook/display,57,5,0,0
3/18/2018,8,google/cpc,3,2,2,175.51
3/18/2018,8,google/organic,2,2,1,110.56
3/18/2018,8,bing/cpc,7,0,0,0
3/18/2018,8,bing/organic,5,2,2,117.72
3/18/2018,8,facebook/display,50,3,0,0
3/19/2018,1,google/cpc,10,2,2,129.55
3/19/2018,1,google/organic,14,8,4,242.11
3/19/2018,1,bing/cpc,45,15,13,499.05
3/19/2018,1,bing/organic,24,8,1,47.42
3/19/2018,1,facebook/display,250,34,9,600.27
3/19/2018,2,google/cpc,9,2,0,0
3/19/2018,2,google/organic,12,5,3,437.16
3/19/2018,2,bing/cpc,59,9,5,348.28
3/19/2018,2,bing/organic,18,5,1,71.69
3/19/2018,2,facebook/display,169,10,3,308.64
3/19/2018,3,google/cpc,13,4,3,186.65
3/19/2018,3,google/organic,8,2,1,132.87
3/19/2018,3,bing/cpc,56,10,3,218.62
3/19/2018,3,bing/organic,26,5,1,61.34
3/19/2018,3,facebook/display,195,13,3,210.71
3/19/2018,4,google/cpc,8,3,3,238.26
3/19/2018,4,google/organic,7,4,2,211.04
3/19/2018,4,bing/cpc,43,9,5,282.75
3/19/2018,4,bing/organic,30,10,5,314.43
3/19/2018,4,facebook/display,160,16,7,376.51
3/19/2018,5,google/cpc,10,2,1,87
3/19/2018,5,google/organic,10,6,4,275.89
3/19/2018,5,bing/cpc,62,18,14,802.95
3/19/2018,5,bing/organic,14,4,2,116.85
3/19/2018,5,facebook/display,213,25,4,278.14
3/19/2018,6,google/cpc,9,4,1,99.08
3/19/2018,6,google/organic,15,7,3,407.58
3/19/2018,6,bing/cpc,45,6,3,190.27
3/19/2018,6,bing/organic,32,9,2,98.17
3/19/2018,6,facebook/display,302,28,11,1143.06
3/19/2018,7,google/cpc,9,0,0,0
3/19/2018,7,google/organic,16,10,6,673.35
3/19/2018,7,bing/cpc,54,9,6,477.66
3/19/2018,7,bing/organic,22,6,1,55.65
3/19/2018,7,facebook/display,217,27,13,846.13
3/19/2018,8,google/cpc,9,2,1,74.9
3/19/2018,8,google/organic,18,11,1,138.65
3/19/2018,8,bing/cpc,53,8,4,259.55
3/19/2018,8,bing/organic,28,6,3,301.12
3/19/2018,8,facebook/display,129,12,5,280.5
3/20/2018,1,google/cpc,11,3,1,62.54
3/20/2018,1,google/organic,18,9,8,545.5
3/20/2018,1,bing/cpc,50,16,11,420.96
3/20/2018,1,bing/organic,20,5,0,0
3/20/2018,1,facebook/display,177,22,9,585.34
3/20/2018,2,google/cpc,11,6,4,341.41
3/20/2018,2,google/organic,20,8,5,486.07
3/20/2018,2,bing/cpc,60,10,4,231.18
3/20/2018,2,bing/organic,31,8,4,172.79
3/20/2018,2,facebook/display,250,22,7,225.68
3/20/2018,3,google/cpc,8,3,2,174.77
3/20/2018,3,google/organic,19,8,4,518.3
3/20/2018,3,bing/cpc,59,8,4,249.3
3/20/2018,3,bing/organic,21,6,1,56.94
3/20/2018,3,facebook/display,209,19,6,439.33
3/20/2018,4,google/cpc,10,4,3,141.24
3/20/2018,4,google/organic,19,13,8,259.5
3/20/2018,4,bing/cpc,46,14,10,294.19
3/20/2018,4,bing/organic,30,9,2,105.61
3/20/2018,4,facebook/display,225,27,10,393.67
3/20/2018,5,google/cpc,8,1,1,58.8
3/20/2018,5,google/organic,14,10,9,885.03
3/20/2018,5,bing/cpc,51,16,12,598.29
3/20/2018,5,bing/organic,23,8,1,41.98
3/20/2018,5,facebook/display,261,26,8,381.03
3/20/2018,6,google/cpc,5,1,0,0
3/20/2018,6,google/organic,13,6,5,485.7
3/20/2018,6,bing/cpc,60,8,4,241.49
3/20/2018,6,bing/organic,23,5,1,68.5
3/20/2018,6,facebook/display,61,8,0,0
3/20/2018,7,google/cpc,9,3,3,279.2
3/20/2018,7,google/organic,14,4,3,313.53
3/20/2018,7,bing/cpc,46,6,3,126.82
3/20/2018,7,bing/organic,21,5,1,75.88
3/20/2018,7,facebook/display,222,14,1,72.37
3/20/2018,8,google/cpc,7,2,1,88.92
3/20/2018,8,google/organic,8,5,1,86.82
3/20/2018,8,bing/cpc,49,10,6,473.25
3/20/2018,8,bing/organic,28,7,4,343.12
3/20/2018,8,facebook/display,188,18,7,720.64
3/21/2018,1,google/cpc,8,5,3,233.05
3/21/2018,1,google/organic,17,11,6,495.03
3/21/2018,1,bing/cpc,60,11,8,347.65
3/21/2018,1,bing/organic,26,11,7,245.5
3/21/2018,1,facebook/display,218,17,5,217.22
3/21/2018,2,google/cpc,8,2,2,209.43
3/21/2018,2,google/organic,13,7,3,374.41
3/21/2018,2,bing/cpc,43,9,5,323.27
3/21/2018,2,bing/organic,26,12,5,394.34
3/21/2018,2,facebook/display,244,23,14,1337
3/21/2018,3,google/cpc,9,2,1,67.79
3/21/2018,3,google/organic,14,6,4,665.74
3/21/2018,3,bing/cpc,33,7,4,251.52
3/21/2018,3,bing/organic,21,5,2,108.43
3/21/2018,3,facebook/display,160,19,10,689.5
3/21/2018,4,google/cpc,9,2,2,130.67
3/21/2018,4,google/organic,12,6,4,328.33
3/21/2018,4,bing/cpc,36,10,5,247.19
3/21/2018,4,bing/organic,28,7,3,159.03
3/21/2018,4,facebook/display,204,27,14,480.73
3/21/2018,5,google/cpc,8,2,1,72.3
3/21/2018,5,google/organic,14,11,10,842.21
3/21/2018,5,bing/cpc,29,6,3,156.9
3/21/2018,5,bing/organic,29,10,4,165.48
3/21/2018,5,facebook/display,200,24,12,634.09
3/21/2018,6,google/cpc,9,4,2,151.25
3/21/2018,6,google/organic,15,6,3,277.33
3/21/2018,6,bing/cpc,61,12,7,336.19
3/21/2018,6,bing/organic,29,8,1,69.82
3/21/2018,6,facebook/display,232,27,8,638.86
3/21/2018,7,google/cpc,8,2,0,0
3/21/2018,7,google/organic,16,9,7,740.49
3/21/2018,7,bing/cpc,47,8,3,266.58
3/21/2018,7,bing/organic,32,11,0,0
3/21/2018,7,facebook/display,158,17,8,742.3
3/21/2018,8,google/cpc,10,1,0,0
3/21/2018,8,google/organic,14,4,2,278.45
3/21/2018,8,bing/cpc,59,10,1,58.27
3/21/2018,8,bing/organic,29,11,6,381.14
3/21/2018,8,facebook/display,199,19,5,301.43
3/22/2018,1,google/cpc,10,1,1,58.65
3/22/2018,1,google/organic,7,4,3,227.06
3/22/2018,1,bing/cpc,38,10,7,391.12
3/22/2018,1,bing/organic,32,7,4,171.26
3/22/2018,1,facebook/display,233,25,10,585.93
3/22/2018,2,google/cpc,6,0,0,0
3/22/2018,2,google/organic,11,3,2,200.67
3/22/2018,2,bing/cpc,47,10,5,368.69
3/22/2018,2,bing/organic,16,3,1,76.85
3/22/2018,2,facebook/display,214,14,6,550.56
3/22/2018,3,google/cpc,8,6,5,413.16
3/22/2018,3,google/organic,18,7,4,510.71
3/22/2018,3,bing/cpc,46,12,7,426.18
3/22/2018,3,bing/organic,21,5,4,303.79
3/22/2018,3,facebook/display,153,16,8,591.47
3/22/2018,4,google/cpc,9,3,3,177.97
3/22/2018,4,google/organic,15,10,7,548.77
3/22/2018,4,bing/cpc,58,10,6,257.12
3/22/2018,4,bing/organic,26,6,0,0
3/22/2018,4,facebook/display,177,23,7,474.43
3/22/2018,5,google/cpc,8,5,5,272.42
3/22/2018,5,google/organic,15,8,7,653.43
3/22/2018,5,bing/cpc,48,6,6,288.03
3/22/2018,5,bing/organic,24,5,2,104.91
3/22/2018,5,facebook/display,186,13,6,229.4
3/22/2018,6,google/cpc,12,4,2,138.51
3/22/2018,6,google/organic,18,11,6,388.39
3/22/2018,6,bing/cpc,64,6,3,165.81
3/22/2018,6,bing/organic,19,8,2,145.39
3/22/2018,6,facebook/display,138,11,4,379.32
3/22/2018,7,google/cpc,10,3,1,84.48
3/22/2018,7,google/organic,16,6,3,337.3
3/22/2018,7,bing/cpc,47,6,3,144.82
3/22/2018,7,bing/organic,25,8,1,47.71
